Tag	dynamicColors	mergedColors
SSU72	cyan	black
SSX2IP	turquoise	turquoise
ST13	grey	grey
ST14	red	lightcyan
ST3GAL1	turquoise	turquoise
ST3GAL2	tan	tan
ST3GAL3	grey	grey
ST3GAL4	turquoise	turquoise
ST3GAL5	turquoise	turquoise
ST3GAL6	turquoise	turquoise
ST5	turquoise	turquoise
ST6GAL1	greenyellow	greenyellow
ST6GALNAC1	turquoise	turquoise
ST6GALNAC2	magenta	magenta
ST6GALNAC3	grey	grey
ST6GALNAC4	salmon	salmon
ST6GALNAC5	pink	pink
ST6GALNAC6	turquoise	turquoise
ST7	grey	grey
ST7L	green	green
ST8SIA1	greenyellow	greenyellow
ST8SIA4	brown	brown
ST8SIA6	tan	tan
STAB1	brown	brown
STAC	brown	brown
STAC3	brown	brown
STAG1	salmon	salmon
STAG2	blue	blue
STAG3	grey	grey
STAM	turquoise	turquoise
STAM2	salmon	salmon
STAMBP	turquoise	turquoise
STAMBPL1	greenyellow	greenyellow
STAP1	greenyellow	greenyellow
STAP2	black	black
STARD10	midnightblue	midnightblue
STARD13	tan	tan
STARD3	red	lightcyan
STARD3NL	turquoise	turquoise
STARD4	midnightblue	midnightblue
STARD7	turquoise	turquoise
STARD8	tan	tan
STARD9	green	green
STAT1	greenyellow	greenyellow
STAT2	greenyellow	greenyellow
STAT3	blue	blue
STAT4	greenyellow	greenyellow
STAT5A	brown	brown
STAT5B	greenyellow	greenyellow
STAT6	turquoise	turquoise
STAU1	blue	blue
STAU2	lightyellow	lightyellow
STBD1	grey	grey
STC1	turquoise	turquoise
STC2	turquoise	turquoise
STEAP1	pink	pink
STEAP1B	turquoise	turquoise
STEAP2	pink	pink
STEAP3	brown	brown
STEAP4	turquoise	turquoise
STIL	turquoise	turquoise
STIM1	purple	purple
STIM2	blue	blue
STIP1	turquoise	turquoise
STK10	brown	brown
STK11	red	lightcyan
STK11IP	yellow	yellow
STK16	blue	blue
STK17A	brown	brown
STK17B	brown	brown
STK19	yellow	yellow
STK24	grey	grey
STK25	lightcyan	lightcyan
STK26	grey	grey
STK3	blue	blue
STK31	grey	grey
STK32A	turquoise	turquoise
STK32B	grey	grey
STK32C	lightyellow	lightyellow
STK33	magenta	magenta
STK35	blue	blue
STK36	yellow	yellow
STK38	blue	blue
STK38L	turquoise	turquoise
STK39	grey	grey
STK4	greenyellow	greenyellow
STK40	red	lightcyan
STMN1	turquoise	turquoise
STMN3	brown	brown
STMND1	magenta	magenta
STOM	brown	brown
STOML1	blue	blue
STOML2	purple	purple
STOML3	magenta	magenta
STON1	pink	pink
STON2	blue	blue
STOX1	magenta	magenta
STOX2	blue	blue
STPG1	magenta	magenta
STRA6	grey	grey
STRADA	green	green
STRADB	grey	grey
STRAP	turquoise	turquoise
STRBP	blue	blue
STRIP1	blue	blue
STRIP2	turquoise	turquoise
STRN	blue	blue
STRN3	blue	blue
STRN4	lightcyan	lightcyan
STS	brown	brown
STT3A	grey	grey
STT3B	blue	blue
STUB1	cyan	black
STX10	black	black
STX11	brown	brown
STX12	brown	brown
STX16	green	green
STX16-NPEPL1	yellow	yellow
STX17	blue	blue
STX18	grey	grey
STX19	grey	grey
STX1A	red	lightcyan
STX2	brown	brown
STX3	purple	purple
STX4	red	lightcyan
STX5	black	black
STX6	blue	blue
STX7	brown	brown
STX8	blue	blue
STXBP1	turquoise	turquoise
STXBP2	red	lightcyan
STXBP3	blue	blue
STXBP4	blue	blue
STXBP5	blue	blue
STXBP6	tan	tan
STYK1	turquoise	turquoise
STYX	blue	blue
STYXL1	cyan	black
SUB1	turquoise	turquoise
SUCLA2	yellow	yellow
SUCLG1	purple	purple
SUCLG2	grey	grey
SUCNR1	brown	brown
SUCO	blue	blue
SUDS3	salmon	salmon
SUFU	blue	blue
SUGCT	pink	pink
SUGP1	red	lightcyan
SUGP2	green	green
SUGT1	blue	blue
SULF1	pink	pink
SULF2	pink	pink
SULT1A1	turquoise	turquoise
SULT1A2	turquoise	turquoise
SULT1C2	turquoise	turquoise
SULT1C4	tan	tan
SULT2B1	grey	grey
SUMF1	turquoise	turquoise
SUMF2	grey	grey
SUMO1	turquoise	turquoise
SUMO2	turquoise	turquoise
SUMO3	grey	grey
SUN1	turquoise	turquoise
SUN2	red	lightcyan
SUOX	yellow	yellow
SUPT16H	turquoise	turquoise
SUPT20H	green	green
SUPT3H	turquoise	turquoise
SUPT4H1	purple	purple
SUPT5H	lightcyan	lightcyan
SUPT6H	blue	blue
SUPT7L	green	green
SUPV3L1	turquoise	turquoise
SURF1	blue	blue
SURF2	cyan	black
SURF4	cyan	black
SURF6	red	lightcyan
SUSD1	brown	brown
SUSD2	turquoise	turquoise
SUSD3	brown	brown
SUSD4	turquoise	turquoise
SUSD5	grey	grey
SUSD6	brown	brown
SUV39H1	turquoise	turquoise
SUV39H2	turquoise	turquoise
SUZ12	turquoise	turquoise
SV2A	turquoise	turquoise
SVBP	purple	purple
SVEP1	tan	tan
SVIL	blue	blue
SVIP	grey	grey
SVOPL	grey	grey
SWAP70	blue	blue
SWI5	cyan	black
SWSAP1	black	black
SWT1	green	green
SYAP1	grey	grey
SYBU	turquoise	turquoise
SYCE1L	black	black
SYCE2	turquoise	turquoise
SYCE3	grey	grey
SYCP2	grey60	grey60
SYDE1	pink	pink
SYDE2	blue	blue
SYF2	grey	grey
SYK	brown	brown
SYMPK	lightcyan	lightcyan
SYN1	grey	grey
SYNC	tan	tan
SYNCRIP	blue	blue
SYNDIG1	pink	pink
SYNE1	tan	tan
SYNE2	blue	blue
SYNE3	greenyellow	greenyellow
SYNE4	black	black
SYNGAP1	yellow	yellow
SYNGR1	magenta	magenta
SYNGR2	cyan	black
SYNGR3	turquoise	turquoise
SYNJ1	blue	blue
SYNJ2	blue	blue
SYNJ2BP	blue	blue
SYNM	tan	tan
SYNPO	tan	tan
SYNPO2	tan	tan
SYNRG	blue	blue
SYP	grey	grey
SYPL1	yellow	yellow
SYS1	grey	grey
SYT1	turquoise	turquoise
SYT11	brown	brown
SYT12	grey	grey
SYT13	grey	grey
SYT17	yellow	yellow
SYT2	grey	grey
SYT7	brown	brown
SYT8	magenta	magenta
SYTL1	yellow	yellow
SYTL2	brown	brown
SYTL3	grey	grey
SYTL4	purple	purple
SYTL5	grey	grey
SYVN1	red	lightcyan
SZRD1	black	black
SZT2	green	green
TAB1	red	lightcyan
TAB2	blue	blue
TAB3	blue	blue
TAC4	grey	grey
TACC1	tan	tan
TACC2	brown	brown
TACC3	turquoise	turquoise
TACO1	black	black
TACR1	grey	grey
TACR2	grey	grey
TACSTD2	grey	grey
TADA1	grey	grey
TADA2A	turquoise	turquoise
TADA2B	grey	grey
TADA3	black	black
TAF1	blue	blue
TAF10	black	black
TAF11	turquoise	turquoise
TAF12	purple	purple
TAF13	turquoise	turquoise
TAF15	red	lightcyan
TAF1A	turquoise	turquoise
TAF1B	salmon	salmon
TAF1C	yellow	yellow
TAF1D	green	green
TAF2	salmon	salmon
TAF3	blue	blue
TAF4	green	green
TAF4B	blue	blue
TAF5	turquoise	turquoise
TAF5L	blue	blue
TAF6	cyan	black
TAF6L	yellow	yellow
TAF7	purple	purple
TAF8	blue	blue
TAF9	purple	purple
TAF9B	midnightblue	midnightblue
TAGAP	brown	brown
TAGLN	pink	pink
TAGLN2	blue	blue
TAL1	tan	tan
TALDO1	lightgreen	lightgreen
TAMM41	green	green
TANC1	blue	blue
TANC2	blue	blue
TANGO2	grey	grey
TANGO6	blue	blue
TANK	red	lightcyan
TAOK1	blue	blue
TAOK2	red	lightcyan
TAOK3	brown	brown
TAP1	brown	brown
TAP2	greenyellow	greenyellow
TAPBP	greenyellow	greenyellow
TAPBPL	greenyellow	greenyellow
TAPT1	turquoise	turquoise
TARBP1	green	green
TARBP2	black	black
TARDBP	blue	blue
TARS	turquoise	turquoise
TARS2	cyan	black
TARSL2	blue	blue
TAS1R3	grey	grey
TAS2R14	green	green
TAS2R20	green	green
TAS2R5	green	green
TASP1	blue	blue
TATDN1	purple	purple
TATDN2	red	lightcyan
TATDN3	red	lightcyan
TAX1BP1	turquoise	turquoise
TAX1BP3	blue	blue
TAZ	yellow	yellow
TBC1D1	brown	brown
TBC1D10A	grey	grey
TBC1D10B	red	lightcyan
TBC1D10C	greenyellow	greenyellow
TBC1D12	blue	blue
TBC1D13	red	lightcyan
TBC1D14	blue	blue
TBC1D15	salmon	salmon
TBC1D16	red	lightcyan
TBC1D17	lightcyan	lightcyan
TBC1D19	blue	blue
TBC1D2	turquoise	turquoise
TBC1D20	blue	blue
TBC1D22A	brown	brown
TBC1D22B	grey	grey
TBC1D23	turquoise	turquoise
TBC1D24	yellow	yellow
TBC1D25	red	lightcyan
TBC1D2B	brown	brown
TBC1D30	brown	brown
TBC1D31	turquoise	turquoise
TBC1D32	blue	blue
TBC1D4	brown	brown
TBC1D5	blue	blue
TBC1D7	turquoise	turquoise
TBC1D8	blue	blue
TBC1D8B	black	black
TBC1D9	brown	brown
TBC1D9B	yellow	yellow
TBCA	purple	purple
TBCB	black	black
TBCC	black	black
TBCCD1	salmon	salmon
TBCD	yellow	yellow
TBCE	brown	brown
TBCEL	blue	blue
TBCK	blue	blue
TBK1	turquoise	turquoise
TBKBP1	red	lightcyan
TBL1X	grey	grey
TBL1XR1	salmon	salmon
TBL2	cyan	black
TBL3	cyan	black
TBP	turquoise	turquoise
TBPL1	turquoise	turquoise
TBRG1	green	green
TBRG4	turquoise	turquoise
TBX1	grey	grey
TBX15	grey	grey
TBX19	green	green
TBX2	tan	tan
TBX21	greenyellow	greenyellow
TBX3	tan	tan
TBX4	tan	tan
TBX5	tan	tan
TBX6	yellow	yellow
TBXA2R	tan	tan
TBXAS1	brown	brown
TC2N	grey	grey
TCAF1	blue	blue
TCAF2	brown	brown
TCAIM	lightcyan	lightcyan
TCAP	yellow	yellow
TCEA1	grey	grey
TCEA2	cyan	black
TCEA3	turquoise	turquoise
TCEAL1	grey	grey
TCEAL2	magenta	magenta
TCEAL3	grey	grey
TCEAL4	grey	grey
TCEAL7	tan	tan
TCEAL8	grey	grey
TCEAL9	grey	grey
TCEANC	greenyellow	greenyellow
TCEANC2	blue	blue
TCERG1	green	green
TCF12	blue	blue
TCF19	turquoise	turquoise
TCF20	blue	blue
TCF21	tan	tan
TCF25	yellow	yellow
TCF3	red	lightcyan
TCF4	tan	tan
TCF7	greenyellow	greenyellow
TCF7L1	turquoise	turquoise
TCF7L2	blue	blue
TCFL5	turquoise	turquoise
TCHP	blue	blue
TCIRG1	yellow	yellow
TCL1A	greenyellow	greenyellow
TCN1	grey	grey
TCN2	brown	brown
TCOF1	red	lightcyan
TCP1	turquoise	turquoise
TCP11L1	blue	blue
TCP11L2	blue	blue
TCTA	turquoise	turquoise
TCTE3	green	green
TCTEX1D1	magenta	magenta
TCTEX1D2	magenta	magenta
TCTEX1D4	magenta	magenta
TCTN1	magenta	magenta
TCTN2	magenta	magenta
TCTN3	turquoise	turquoise
TDG	turquoise	turquoise
TDO2	brown	brown
TDP1	turquoise	turquoise
TDP2	lightgreen	lightgreen
TDRD10	turquoise	turquoise
TDRD3	midnightblue	midnightblue
TDRD5	grey	grey
TDRD6	brown	brown
TDRD7	brown	brown
TDRKH	grey	grey
TDRP	turquoise	turquoise
TEAD1	blue	blue
TEAD2	grey	grey
TEAD3	lightcyan	lightcyan
TEAD4	turquoise	turquoise
TEC	blue	blue
TECPR1	yellow	yellow
TECPR2	blue	blue
TECR	black	black
TEF	turquoise	turquoise
TEFM	turquoise	turquoise
TEK	tan	tan
TEKT1	magenta	magenta
TEKT2	magenta	magenta
TEKT5	grey	grey
TELO2	cyan	black
TENM3	pink	pink
TENM4	pink	pink
TEP1	blue	blue
TEPP	turquoise	turquoise
TERF1	blue	blue
TERF2	blue	blue
TERF2IP	turquoise	turquoise
TES	turquoise	turquoise
TESC	grey	grey
TESK1	red	lightcyan
TESK2	brown	brown
TESPA1	greenyellow	greenyellow
TET2	blue	blue
TET3	blue	blue
TEX10	salmon	salmon
TEX2	blue	blue
TEX261	grey	grey
TEX264	blue	blue
TEX30	turquoise	turquoise
TEX9	magenta	magenta
TF	turquoise	turquoise
TFAM	turquoise	turquoise
TFAP2A	turquoise	turquoise
TFAP2C	grey	grey
TFAP2E	yellow	yellow
TFAP4	red	lightcyan
TFB1M	grey	grey
TFB2M	brown	brown
TFCP2	blue	blue
TFCP2L1	grey	grey
TFDP1	turquoise	turquoise
TFDP2	salmon	salmon
TFE3	yellow	yellow
TFEB	turquoise	turquoise
TFEC	brown	brown
TFF1	grey	grey
TFF3	magenta	magenta
TFG	salmon	salmon
TFIP11	blue	blue
TFPI	grey	grey
TFPI2	grey	grey
TFPT	black	black
TFR2	turquoise	turquoise
TFRC	turquoise	turquoise
TGDS	grey	grey
TGFA	grey	grey
TGFB1	brown	brown
TGFB1I1	pink	pink
TGFB2	pink	pink
TGFB3	pink	pink
TGFBI	brown	brown
TGFBR1	midnightblue	midnightblue
TGFBR2	tan	tan
TGFBR3	tan	tan
TGFBR3L	grey	grey
TGFBRAP1	blue	blue
TGIF1	brown	brown
TGIF2	turquoise	turquoise
TGM1	yellow	yellow
TGM2	brown	brown
TGOLN2	blue	blue
TGS1	salmon	salmon
THADA	blue	blue
THAP1	yellow	yellow
THAP10	turquoise	turquoise
THAP11	black	black
THAP12	turquoise	turquoise
THAP2	grey	grey
THAP3	cyan	black
THAP4	black	black
THAP5	midnightblue	midnightblue
THAP6	green	green
THAP7	black	black
THAP8	black	black
THAP9	green	green
THBD	tan	tan
THBS1	pink	pink
THBS2	pink	pink
THBS3	yellow	yellow
THBS4	grey	grey
THEM4	grey	grey
THEM5	brown	brown
THEM6	lightyellow	lightyellow
THEMIS	greenyellow	greenyellow
THEMIS2	brown	brown
THG1L	purple	purple
THNSL1	grey	grey
THNSL2	grey	grey
THOC1	green	green
THOC2	blue	blue
THOC3	turquoise	turquoise
THOC5	grey	grey
THOC6	cyan	black
THOC7	purple	purple
THOP1	red	lightcyan
THPO	grey	grey
THRA	turquoise	turquoise
THRAP3	blue	blue
THRB	black	black
THSD1	tan	tan
THSD4	black	black
THSD7A	blue	blue
THTPA	black	black
THUMPD1	blue	blue
THUMPD2	green	green
THUMPD3	blue	blue
THY1	pink	pink
THYN1	blue	blue
TIA1	green	green
TIAF1	green	green
TIAL1	green	green
TIAM1	brown	brown
TIAM2	blue	blue
TICAM1	red	lightcyan
TICRR	turquoise	turquoise
TIE1	tan	tan
TIFA	greenyellow	greenyellow
TIGAR	turquoise	turquoise
TIGD1	yellow	yellow
TIGD2	grey	grey
TIGD3	turquoise	turquoise
TIGD5	lightyellow	lightyellow
TIGD6	grey	grey
TIGD7	grey60	grey60
TIGIT	greenyellow	greenyellow
TIMD4	brown	brown
TIMELESS	turquoise	turquoise
TIMM10	black	black
TIMM10B	turquoise	turquoise
TIMM13	black	black
TIMM17A	grey	grey
TIMM17B	black	black
TIMM21	turquoise	turquoise
TIMM22	black	black
TIMM23	turquoise	turquoise
TIMM23B	blue	blue
TIMM44	black	black
TIMM50	black	black
TIMM8A	turquoise	turquoise
TIMM8B	purple	purple
TIMM9	purple	purple
TIMMDC1	turquoise	turquoise
TIMP1	brown	brown
TIMP2	pink	pink
TIMP3	pink	pink
TIMP4	grey	grey
TINAGL1	grey	grey
TINCR	grey	grey
TINF2	black	black
TIPARP	brown	brown
TIPIN	turquoise	turquoise
TIPRL	turquoise	turquoise
TIRAP	purple	purple
TJAP1	yellow	yellow
TJP1	blue	blue
TJP2	blue	blue
TJP3	cyan	black
TK1	turquoise	turquoise
TK2	turquoise	turquoise
TKFC	yellow	yellow
TKT	lightgreen	lightgreen
TLCD1	brown	brown
TLCD2	turquoise	turquoise
TLDC2	brown	brown
TLE1	turquoise	turquoise
TLE2	red	lightcyan
TLE3	red	lightcyan
TLE4	brown	brown
TLE6	grey	grey
TLK1	salmon	salmon
TLK2	blue	blue
TLL1	tan	tan
TLN1	brown	brown
TLN2	blue	blue
TLR1	brown	brown
TLR10	greenyellow	greenyellow
TLR2	turquoise	turquoise
TLR3	turquoise	turquoise
TLR4	brown	brown
TLR5	turquoise	turquoise
TLR6	greenyellow	greenyellow
TLR7	brown	brown
TLR8	brown	brown
TM2D1	green	green
TM2D2	grey	grey
TM2D3	grey	grey
TM4SF1	grey	grey
TM4SF18	tan	tan
TM4SF19	grey	grey
TM4SF4	grey	grey
TM6SF1	brown	brown
TM7SF2	cyan	black
TM7SF3	turquoise	turquoise
TM9SF1	grey	grey
TM9SF2	grey	grey
TM9SF3	blue	blue
TM9SF4	red	lightcyan
TMA16	turquoise	turquoise
TMA7	purple	purple
TMBIM1	green	green
TMBIM4	turquoise	turquoise
TMBIM6	grey	grey
TMC4	turquoise	turquoise
TMC5	turquoise	turquoise
TMC6	cyan	black
TMC7	grey	grey
TMC8	greenyellow	greenyellow
TMCC1	salmon	salmon
TMCC2	grey	grey
TMCC3	brown	brown
TMCO1	grey	grey
TMCO3	grey	grey
TMCO4	cyan	black
TMCO6	yellow	yellow
TMED1	black	black
TMED10	blue	blue
TMED2	turquoise	turquoise
TMED3	blue	blue
TMED4	turquoise	turquoise
TMED5	lightcyan	lightcyan
TMED6	grey	grey
TMED7	midnightblue	midnightblue
TMED8	blue	blue
TMED9	blue	blue
TMEM100	tan	tan
TMEM101	blue	blue
TMEM102	red	lightcyan
TMEM104	red	lightcyan
TMEM106A	brown	brown
TMEM106B	turquoise	turquoise
TMEM106C	turquoise	turquoise
TMEM107	magenta	magenta
TMEM108	turquoise	turquoise
TMEM109	brown	brown
TMEM11	black	black
TMEM115	cyan	black
TMEM116	grey	grey
TMEM117	turquoise	turquoise
TMEM119	pink	pink
TMEM120A	black	black
TMEM120B	yellow	yellow
TMEM121	grey	grey
TMEM123	salmon	salmon
TMEM125	turquoise	turquoise
TMEM126A	purple	purple
TMEM126B	purple	purple
TMEM127	purple	purple
TMEM128	red	lightcyan
TMEM129	cyan	black
TMEM130	tan	tan
TMEM131	blue	blue
TMEM132A	turquoise	turquoise
TMEM134	black	black
TMEM135	blue	blue
TMEM138	yellow	yellow
TMEM139	grey	grey
TMEM140	brown	brown
TMEM141	blue	blue
TMEM143	yellow	yellow
TMEM144	grey	grey
TMEM145	turquoise	turquoise
TMEM147	black	black
TMEM14A	turquoise	turquoise
TMEM14B	purple	purple
TMEM14C	purple	purple
TMEM150A	turquoise	turquoise
TMEM150B	brown	brown
TMEM150C	grey	grey
TMEM154	greenyellow	greenyellow
TMEM156	greenyellow	greenyellow
TMEM158	pink	pink
TMEM159	turquoise	turquoise
TMEM160	black	black
TMEM161A	black	black
TMEM161B	midnightblue	midnightblue
TMEM163	turquoise	turquoise
TMEM164	purple	purple
TMEM165	grey	grey
TMEM167A	midnightblue	midnightblue
TMEM167B	blue	blue
TMEM168	blue	blue
TMEM169	grey	grey
TMEM17	magenta	magenta
TMEM170A	blue	blue
TMEM170B	blue	blue
TMEM171	turquoise	turquoise
TMEM173	turquoise	turquoise
TMEM175	yellow	yellow
TMEM176A	grey	grey
TMEM176B	brown	brown
TMEM177	black	black
TMEM178A	yellow	yellow
TMEM179B	blue	blue
TMEM18	purple	purple
TMEM181	blue	blue
TMEM182	turquoise	turquoise
TMEM183A	purple	purple
TMEM184A	turquoise	turquoise
TMEM184B	red	lightcyan
TMEM184C	salmon	salmon
TMEM185A	grey	grey
TMEM185B	turquoise	turquoise
TMEM186	cyan	black
TMEM187	blue	blue
TMEM189	turquoise	turquoise
TMEM19	grey	grey
TMEM190	magenta	magenta
TMEM192	grey	grey
TMEM198	grey	grey
TMEM199	black	black
TMEM200A	pink	pink
TMEM200B	pink	pink
TMEM201	red	lightcyan
TMEM203	cyan	black
TMEM204	tan	tan
TMEM205	black	black
TMEM208	blue	blue
TMEM209	salmon	salmon
TMEM213	grey	grey
TMEM214	lightcyan	lightcyan
TMEM216	black	black
TMEM217	magenta	magenta
TMEM218	grey	grey
TMEM219	blue	blue
TMEM220	turquoise	turquoise
TMEM222	cyan	black
TMEM223	black	black
TMEM229B	greenyellow	greenyellow
TMEM230	purple	purple
TMEM231	magenta	magenta
TMEM233	grey	grey
TMEM234	yellow	yellow
TMEM236	brown	brown
TMEM237	turquoise	turquoise
TMEM238	black	black
TMEM240	red	lightcyan
TMEM241	grey	grey
TMEM242	grey	grey
TMEM243	turquoise	turquoise
TMEM245	black	black
TMEM246	grey	grey
TMEM248	grey	grey
TMEM25	yellow	yellow
TMEM251	purple	purple
TMEM254	brown	brown
TMEM255A	brown	brown
TMEM255B	tan	tan
TMEM256	purple	purple
TMEM258	black	black
TMEM259	red	lightcyan
TMEM260	blue	blue
TMEM263	turquoise	turquoise
TMEM30A	blue	blue
TMEM30B	grey	grey
TMEM33	blue	blue
TMEM37	turquoise	turquoise
TMEM38A	grey	grey
TMEM38B	turquoise	turquoise
TMEM39A	turquoise	turquoise
TMEM39B	cyan	black
TMEM40	magenta	magenta
TMEM41A	salmon	salmon
TMEM41B	green	green
TMEM42	purple	purple
TMEM43	grey	grey
TMEM44	magenta	magenta
TMEM45A	pink	pink
TMEM45B	grey	grey
TMEM47	pink	pink
TMEM50A	red	lightcyan
TMEM50B	turquoise	turquoise
TMEM51	brown	brown
TMEM52	lightyellow	lightyellow
TMEM52B	brown	brown
TMEM53	blue	blue
TMEM54	blue	blue
TMEM59	turquoise	turquoise
TMEM59L	grey	grey
TMEM60	black	black
TMEM61	grey	grey
TMEM62	grey	grey
TMEM63A	yellow	yellow
TMEM63B	turquoise	turquoise
TMEM63C	grey	grey
TMEM64	grey	grey
TMEM65	salmon	salmon
TMEM67	magenta	magenta
TMEM68	grey	grey
TMEM69	turquoise	turquoise
TMEM70	turquoise	turquoise
TMEM71	brown	brown
TMEM74B	yellow	yellow
TMEM79	grey	grey
TMEM80	yellow	yellow
TMEM81	brown	brown
TMEM86A	brown	brown
TMEM86B	lightcyan	lightcyan
TMEM87A	turquoise	turquoise
TMEM87B	salmon	salmon
TMEM88	tan	tan
TMEM88B	grey	grey
TMEM8A	cyan	black
TMEM8B	yellow	yellow
TMEM9	brown	brown
TMEM91	yellow	yellow
TMEM92	blue	blue
TMEM94	red	lightcyan
TMEM97	turquoise	turquoise
TMEM98	turquoise	turquoise
TMEM9B	turquoise	turquoise
TMF1	blue	blue
TMIE	grey	grey
TMIGD2	greenyellow	greenyellow
TMLHE	turquoise	turquoise
TMOD1	grey	grey
TMOD2	brown	brown
TMOD3	blue	blue
TMPO	turquoise	turquoise
TMPPE	blue	blue
TMPRSS11E	turquoise	turquoise
TMPRSS13	grey	grey
TMPRSS2	turquoise	turquoise
TMPRSS3	magenta	magenta
TMPRSS4	grey	grey
TMPRSS6	turquoise	turquoise
TMSB10	blue	blue
TMSB15A	turquoise	turquoise
TMSB4X	brown	brown
TMTC1	grey	grey
TMTC2	blue	blue
TMTC3	salmon	salmon
TMTC4	blue	blue
TMUB1	cyan	black
TMUB2	yellow	yellow
TMX1	salmon	salmon
TMX2	grey	grey
TMX3	blue	blue
TMX4	grey	grey
TNC	pink	pink
TNF	brown	brown
TNFAIP1	grey	grey
TNFAIP2	brown	brown
TNFAIP3	greenyellow	greenyellow
TNFAIP6	pink	pink
TNFAIP8	brown	brown
TNFAIP8L1	magenta	magenta
TNFAIP8L2	brown	brown
TNFAIP8L3	brown	brown
TNFRSF10A	grey	grey
TNFRSF10B	grey	grey
TNFRSF10C	turquoise	turquoise
TNFRSF10D	grey	grey
TNFRSF11A	grey	grey
TNFRSF11B	pink	pink
TNFRSF12A	blue	blue
TNFRSF13B	greenyellow	greenyellow
TNFRSF13C	greenyellow	greenyellow
TNFRSF14	greenyellow	greenyellow
TNFRSF17	greenyellow	greenyellow
TNFRSF18	red	lightcyan
TNFRSF19	magenta	magenta
TNFRSF1A	turquoise	turquoise
TNFRSF1B	brown	brown
TNFRSF21	grey	grey
TNFRSF25	yellow	yellow
TNFRSF4	greenyellow	greenyellow
TNFRSF8	greenyellow	greenyellow
TNFRSF9	greenyellow	greenyellow
TNFSF10	brown	brown
TNFSF11	grey	grey
TNFSF12	brown	brown
TNFSF13	turquoise	turquoise
TNFSF13B	brown	brown
TNFSF14	greenyellow	greenyellow
TNFSF15	turquoise	turquoise
TNFSF18	brown	brown
TNFSF4	pink	pink
TNFSF8	brown	brown
TNFSF9	grey	grey
TNIK	brown	brown
TNIP1	brown	brown
TNIP2	black	black
TNIP3	brown	brown
TNK1	brown	brown
TNK2	yellow	yellow
TNKS	blue	blue
TNKS1BP1	red	lightcyan
TNKS2	blue	blue
TNNC1	turquoise	turquoise
TNNC2	grey	grey
TNNI1	grey	grey
TNNI2	brown	brown
TNNI3	grey	grey
TNNT1	turquoise	turquoise
TNNT2	yellow	yellow
TNPO1	midnightblue	midnightblue
TNPO2	red	lightcyan
TNPO3	turquoise	turquoise
TNRC18	turquoise	turquoise
TNRC6A	blue	blue
TNRC6B	blue	blue
TNRC6C	blue	blue
TNS1	turquoise	turquoise
TNS2	turquoise	turquoise
TNS3	pink	pink
TNS4	grey	grey
TNXB	tan	tan
TOB1	turquoise	turquoise
TOB2	grey	grey
TOE1	grey	grey
TOLLIP	cyan	black
TOM1	cyan	black
TOM1L1	grey	grey
TOM1L2	turquoise	turquoise
TOMM20	purple	purple
TOMM22	purple	purple
TOMM34	grey	grey
TOMM40	turquoise	turquoise
TOMM40L	grey	grey
TOMM5	turquoise	turquoise
TOMM7	purple	purple
TOMM70	salmon	salmon
TONSL	turquoise	turquoise
TOP1	blue	blue
TOP1MT	lightyellow	lightyellow
TOP2A	turquoise	turquoise
TOP2B	blue	blue
TOP3A	blue	blue
TOPBP1	turquoise	turquoise
TOPORS	turquoise	turquoise
TOR1A	cyan	black
TOR1AIP1	midnightblue	midnightblue
TOR1AIP2	blue	blue
TOR1B	grey	grey
TOR2A	cyan	black
TOR3A	black	black
TOR4A	grey	grey
TOX	grey	grey
TOX2	brown	brown
TOX3	grey	grey
TOX4	blue	blue
TP53	grey	grey
TP53BP1	blue	blue
TP53BP2	blue	blue
TP53I11	grey	grey
TP53I13	black	black
TP53I3	grey	grey
TP53INP1	greenyellow	greenyellow
TP53INP2	purple	purple
TP53RK	turquoise	turquoise
TP63	magenta	magenta
TP73	magenta	magenta
TPBG	grey	grey
TPCN1	yellow	yellow
TPCN2	yellow	yellow
TPD52	brown	brown
TPD52L1	lightgreen	lightgreen
TPD52L2	turquoise	turquoise
TPGS1	red	lightcyan
TPGS2	grey	grey
TPI1	turquoise	turquoise
TPK1	brown	brown
TPM1	pink	pink
TPM2	pink	pink
TPM3	turquoise	turquoise
TPM4	pink	pink
TPMT	grey	grey
TPP1	brown	brown
TPP2	blue	blue
TPPP	turquoise	turquoise
TPPP3	magenta	magenta
TPR	blue	blue
TPRA1	black	black
TPRG1	black	black
TPRG1L	turquoise	turquoise
TPRKB	turquoise	turquoise
TPRN	cyan	black
TPSAB1	brown	brown
TPSB2	brown	brown
TPSD1	brown	brown
TPST1	pink	pink
TPST2	brown	brown
TPT1	purple	purple
TPX2	turquoise	turquoise
TRA2A	green	green
TRA2B	salmon	salmon
TRABD	cyan	black
TRABD2A	brown	brown
TRABD2B	grey	grey
TRADD	salmon	salmon
TRAF1	greenyellow	greenyellow
TRAF2	cyan	black
TRAF3	blue	blue
TRAF3IP1	blue	blue
TRAF3IP2	grey	grey
TRAF3IP3	greenyellow	greenyellow
TRAF4	black	black
TRAF5	green	green
TRAF6	blue	blue
TRAF7	cyan	black
TRAFD1	brown	brown
TRAIP	turquoise	turquoise
TRAK1	blue	blue
TRAK2	blue	blue
TRAM1	grey	grey
TRAM1L1	grey	grey
TRAM2	pink	pink
TRANK1	brown	brown
TRAP1	cyan	black
TRAPPC1	blue	blue
TRAPPC10	blue	blue
TRAPPC11	blue	blue
